3,2.000000,0.604483,0.174180,0.491677,0.224872,0.173176,0.059387,0.095262,0.072432,0.034608,0.035240,0.018228,0.043659,0.021076,0.026262,0.024741,0.009457,0.021456,0.008479,0.016177,0.009173,0.012969,0.003231
1,2.000000,0.418136,0.109321,0.132766,0.062975,0.095394,0.064914,0.045705,0.019010,0.026385,0.023684,0.017812,0.019541,0.016661,0.008494,0.011645,0.017760,0.009586,0.005347,0.011951,0.008782,0.007681,0.002830
1,2.000000,0.413435,0.288308,0.137412,0.125419,0.063944,0.014845,0.032373,0.041116,0.021455,0.016283,0.003892,0.043171,0.019774,0.014236,0.012830,0.013648,0.011512,0.004134,0.011334,0.002367,0.006752,0.009563
0,2.000000,0.215810,0.141984,0.094189,0.051908,0.038719,0.039747,0.029911,0.018844,0.014606,0.023733,0.013004,0.016795,0.018371,0.007649,0.014128,0.004828,0.011356,0.007590,0.010909,0.007542,0.007558,0.004602
3,2.000000,0.472921,0.227049,0.395249,0.326809,0.076377,0.047315,0.070811,0.032427,0.082399,0.042637,0.042318,0.042058,0.021331,0.035908,0.019203,0.013442,0.009777,0.010714,0.010399,0.015003,0.013505,0.012938
2,2.000000,0.640738,0.342715,0.292866,0.148546,0.040965,0.055270,0.027873,0.020598,0.021258,0.034109,0.035598,0.020356,0.008229,0.019941,0.009232,0.009320,0.008791,0.017571,0.013981,0.006576,0.008436,0.003893
5,2.000000,0.845224,0.396775,0.364602,0.371248,0.401828,0.178926,0.119181,0.095266,0.034939,0.065624,0.052497,0.019197,0.029879,0.023059,0.016361,0.036882,0.027502,0.019564,0.015983,0.018580,0.008917,0.021885
7,2.000000,0.646967,0.116586,0.257403,0.241501,0.147322,0.051302,0.070549,0.041848,0.031401,0.038805,0.020338,0.031344,0.021962,0.018246,0.014441,0.014144,0.008315,0.014975,0.005270,0.005819,0.003371,0.014155
9,2.000000,0.866854,0.359184,0.375378,0.350178,0.254480,0.092061,0.039768,0.062560,0.019726,0.056804,0.033956,0.045079,0.038154,0.021392,0.016623,0.029171,0.017868,0.016858,0.008999,0.010594,0.017030,0.010947
1,2.000000,1.690129,0.632816,0.357942,0.255326,0.084271,0.166762,0.107298,0.037375,0.051325,0.038686,0.043403,0.050682,0.067350,0.058746,0.046652,0.053434,0.056599,0.026888,0.024841,0.015980,0.015555,0.019310
0,2.000000,0.137683,0.156581,0.071091,0.031941,0.017246,0.020989,0.023846,0.017639,0.007502,0.011565,0.011416,0.011800,0.007055,0.006929,0.004634,0.006265,0.004299,0.002921,0.004659,0.003142,0.002020,0.002076
8,2.000000,0.808294,0.244650,0.346937,0.280738,0.059601,0.116708,0.063319,0.021237,0.038150,0.047172,0.025546,0.038810,0.019536,0.015529,0.020026,0.018532,0.010466,0.006099,0.007650,0.015588,0.012708,0.005803
3,2.000000,0.704851,0.249490,0.371397,0.324654,0.091067,0.075962,0.049678,0.049205,0.042441,0.022617,0.039959,0.019706,0.029348,0.017593,0.015172,0.017387,0.015497,0.005501,0.007703,0.009777,0.007612,0.009134
1,2.000000,0.381901,0.132715,0.067754,0.105568,0.038783,0.028644,0.024062,0.021636,0.015847,0.018298,0.012262,0.014825,0.003650,0.003912,0.015944,0.010747,0.002583,0.008140,0.007009,0.003824,0.007514,0.007876
1,2.000000,0.438517,0.122353,0.103983,0.073842,0.080200,0.042906,0.046658,0.017362,0.024535,0.025425,0.022355,0.026776,0.030229,0.010199,0.014295,0.016704,0.012490,0.003402,0.009375,0.006137,0.007162,0.006561
5,2.000000,0.698804,0.287312,0.251571,0.182476,0.401901,0.222336,0.142666,0.079374,0.072532,0.046870,0.054427,0.031859,0.037641,0.024778,0.024227,0.017728,0.019820,0.031410,0.015589,0.012136,0.019031,0.020693
8,2.000000,0.329240,0.416366,0.269235,0.293535,0.153920,0.074033,0.146839,0.058673,0.027134,0.053661,0.023736,0.062491,0.038475,0.030467,0.025732,0.030028,0.015099,0.013876,0.011767,0.016997,0.007530,0.014297
5,2.000000,0.780697,0.358580,0.315338,0.404330,0.370231,0.177248,0.085601,0.094658,0.066462,0.058353,0.060016,0.009701,0.028084,0.026447,0.032165,0.039822,0.028108,0.017105,0.010455,0.017761,0.007573,0.018628
9,2.000000,0.604252,0.172074,0.149786,0.284516,0.251788,0.120577,0.080401,0.044867,0.060982,0.024889,0.050676,0.032464,0.044788,0.040932,0.013506,0.016210,0.018046,0.007723,0.020396,0.009528,0.010914,0.012819
6,2.000000,0.832846,0.236794,0.272406,0.333330,0.128265,0.044918,0.049507,0.039688,0.053310,0.019364,0.015906,0.012736,0.029917,0.038359,0.033657,0.011418,0.013317,0.010340,0.018338,0.005865,0.003866,0.007975
4,2.000000,0.810975,0.313402,0.142484,0.424115,0.269365,0.199149,0.103765,0.020283,0.060076,0.030777,0.053653,0.016372,0.019785,0.020019,0.027627,0.045044,0.020206,0.012608,0.013825,0.010370,0.015015,0.014405
5,2.000000,0.810100,0.334562,0.318870,0.359944,0.394640,0.187592,0.103545,0.073974,0.032762,0.070590,0.048705,0.018433,0.021928,0.021078,0.017971,0.037649,0.028174,0.019623,0.010784,0.015735,0.008925,0.023576
4,2.000000,0.788208,0.254153,0.138467,0.367776,0.207574,0.205412,0.107356,0.027402,0.060230,0.031161,0.039449,0.019218,0.024397,0.018735,0.031260,0.035704,0.011324,0.020778,0.021412,0.010007,0.011775,0.014264
7,2.000000,0.528795,0.173452,0.405637,0.160104,0.165308,0.089255,0.082052,0.091308,0.062633,0.052833,0.042601,0.035249,0.024801,0.036524,0.030380,0.019619,0.009876,0.014104,0.011786,0.010179,0.011052,0.008582
6,2.000000,1.033783,0.238388,0.324115,0.409441,0.133891,0.039359,0.046868,0.035981,0.048638,0.015332,0.016126,0.017239,0.031649,0.046656,0.021529,0.010298,0.010947,0.013970,0.010884,0.003265,0.009285,0.005553
3,2.000000,0.507441,0.244671,0.389411,0.301028,0.084339,0.062152,0.069478,0.037582,0.070970,0.044687,0.039329,0.037298,0.023551,0.026050,0.018990,0.013107,0.013707,0.012530,0.009111,0.014657,0.013220,0.009250
0,2.000000,0.380654,0.267809,0.068598,0.064453,0.030741,0.035070,0.021384,0.039052,0.027612,0.017074,0.012071,0.020152,0.007905,0.019759,0.014444,0.011820,0.013152,0.003450,0.006240,0.001890,0.007026,0.007054
0,2.000000,0.304835,0.149432,0.114999,0.025284,0.036009,0.036010,0.022691,0.012695,0.014839,0.015118,0.008966,0.011837,0.009348,0.012198,0.008978,0.005941,0.011430,0.006418,0.010134,0.006443,0.002622,0.003611
3,2.000000,0.668945,0.261000,0.416912,0.343078,0.091409,0.070440,0.048310,0.061915,0.046057,0.020244,0.031567,0.027458,0.031851,0.023117,0.010739,0.014032,0.014607,0.007396,0.015444,0.007734,0.011348,0.015771
9,2.000000,0.793252,0.123134,0.253567,0.256889,0.251850,0.046632,0.056211,0.032806,0.065662,0.022543,0.030703,0.012237,0.027481,0.023657,0.032886,0.009181,0.020511,0.016459,0.007510,0.008680,0.015107,0.005779
1,2.000000,0.373348,0.166606,0.069297,0.113876,0.061251,0.024140,0.018765,0.025183,0.029020,0.012888,0.016926,0.005700,0.013745,0.007470,0.007997,0.010201,0.002710,0.002884,0.005426,0.003944,0.003070,0.003001
5,2.000000,1.021465,0.475994,0.093136,0.358234,0.298268,0.122395,0.089538,0.012235,0.059842,0.026931,0.039130,0.031609,0.020244,0.024016,0.039867,0.022792,0.017723,0.019186,0.007545,0.016065,0.013779,0.007312
8,2.000000,0.764332,0.330232,0.385142,0.155934,0.175554,0.171056,0.049491,0.074969,0.042040,0.033919,0.031022,0.046582,0.032050,0.041575,0.019520,0.010253,0.019751,0.008151,0.008837,0.015731,0.015800,0.007396
2,2.000000,0.708973,0.264521,0.260043,0.194505,0.065114,0.061090,0.053952,0.025854,0.016130,0.025124,0.049849,0.028567,0.005340,0.018793,0.003806,0.017617,0.008885,0.010998,0.010268,0.006822,0.007854,0.014309
2,2.000000,0.376107,0.409089,0.251557,0.099213,0.272579,0.122139,0.062162,0.050971,0.029198,0.033521,0.020496,0.036434,0.061620,0.012768,0.030547,0.015430,0.017016,0.014487,0.013093,0.004320,0.020693,0.010355
3,2.000000,0.628937,0.155562,0.478331,0.248683,0.162520,0.056280,0.091254,0.075769,0.033839,0.037552,0.018486,0.036247,0.033122,0.019172,0.018991,0.008302,0.016986,0.011823,0.012627,0.008331,0.008746,0.005256
0,2.000000,0.494850,0.081943,0.153015,0.082637,0.036022,0.010813,0.032660,0.019151,0.007977,0.013081,0.007399,0.016054,0.005458,0.006732,0.016130,0.025840,0.021589,0.018896,0.013859,0.013750,0.009536,0.004944
7,2.000000,0.762388,0.286960,0.415773,0.189402,0.215038,0.202552,0.107587,0.099044,0.029602,0.055492,0.011127,0.014285,0.012686,0.036772,0.030594,0.013009,0.015109,0.030550,0.019652,0.015229,0.015572,0.009743
2,2.000000,0.670682,0.399494,0.346520,0.096108,0.068038,0.035237,0.025785,0.030100,0.033037,0.040625,0.023597,0.017099,0.027114,0.010900,0.013215,0.012381,0.019680,0.010470,0.011606,0.005959,0.009842,0.006811
8,2.000000,0.720505,0.263959,0.310214,0.238940,0.070025,0.106771,0.060053,0.043323,0.059351,0.034743,0.026704,0.031889,0.022859,0.015598,0.024449,0.015247,0.005098,0.009572,0.019569,0.014508,0.004894,0.007637
0,2.000000,0.099342,0.145655,0.061648,0.021950,0.018112,0.017859,0.009564,0.017117,0.006198,0.010582,0.015441,0.010663,0.010942,0.006159,0.006953,0.006436,0.006669,0.004751,0.005584,0.002318,0.003578,0.002148
5,2.000000,0.729599,0.277786,0.242180,0.196194,0.391269,0.268539,0.078488,0.055012,0.058308,0.059887,0.043455,0.057786,0.023234,0.022224,0.006754,0.019376,0.023904,0.036278,0.022443,0.012020,0.013111,0.012394
9,2.000000,0.624592,0.180166,0.179892,0.300025,0.300796,0.091503,0.088459,0.024674,0.051108,0.022054,0.045675,0.026593,0.041481,0.037978,0.024555,0.010894,0.018743,0.012584,0.018104,0.020360,0.016263,0.011633
3,2.000000,0.671968,0.400676,0.340489,0.246850,0.065104,0.085711,0.049397,0.059388,0.044190,0.026265,0.027603,0.029994,0.035163,0.026698,0.017088,0.016302,0.012063,0.014605,0.007554,0.017996,0.011582,0.009640
0,2.000000,0.164117,0.128195,0.065590,0.023160,0.014579,0.028128,0.007393,0.005739,0.015022,0.008787,0.011886,0.008678,0.010112,0.006057,0.005212,0.008227,0.009328,0.006785,0.005819,0.005121,0.002731,0.004167
2,2.000000,0.698029,0.261136,0.275291,0.178939,0.074414,0.059063,0.046167,0.025591,0.015475,0.024872,0.046545,0.035966,0.013702,0.031307,0.008559,0.015013,0.008174,0.014360,0.010595,0.008889,0.004527,0.007847
7,2.000000,0.435262,0.240213,0.380842,0.165057,0.187604,0.093224,0.058131,0.062527,0.085256,0.045284,0.024947,0.031945,0.036356,0.051028,0.019826,0.015300,0.014525,0.027135,0.013770,0.007215,0.017007,0.011903
1,2.000000,0.382368,0.109092,0.102612,0.069275,0.074381,0.054988,0.044229,0.032553,0.016615,0.016228,0.031257,0.023244,0.031052,0.016005,0.008373,0.008723,0.008248,0.011217,0.007641,0.008293,0.004541,0.002955
3,2.000000,0.608682,0.361269,0.403796,0.282650,0.115185,0.080867,0.033399,0.070481,0.045338,0.034330,0.027119,0.029217,0.042719,0.038322,0.026598,0.025879,0.022301,0.015306,0.009879,0.011100,0.007454,0.011355
1,2.000000,0.378826,0.136825,0.081717,0.093239,0.048681,0.025823,0.028695,0.021183,0.015632,0.010709,0.011704,0.015684,0.010899,0.005115,0.011339,0.011925,0.006112,0.008397,0.008960,0.008840,0.005528,0.006209
9,2.000000,0.685181,0.226073,0.176787,0.263895,0.282037,0.088658,0.065119,0.050644,0.043744,0.021379,0.045384,0.019962,0.044247,0.031205,0.014286,0.009272,0.021658,0.013025,0.017049,0.007694,0.009671,0.012163
6,2.000000,0.879290,0.249838,0.280326,0.331146,0.086210,0.048989,0.050478,0.050882,0.043294,0.016508,0.028561,0.019679,0.039409,0.023330,0.019946,0.015313,0.006656,0.017703,0.018791,0.009238,0.007197,0.009456
6,2.000000,0.830867,0.196482,0.287142,0.304181,0.125082,0.049617,0.075418,0.026665,0.026414,0.038434,0.018874,0.021025,0.022923,0.029400,0.019010,0.012208,0.011447,0.015805,0.009716,0.008000,0.004353,0.011012
6,2.000000,0.697463,0.145499,0.303554,0.308023,0.189733,0.058355,0.074733,0.054367,0.045692,0.026616,0.030376,0.018867,0.029185,0.044127,0.016823,0.006331,0.021480,0.013902,0.019998,0.014601,0.014920,0.014878
8,2.000000,0.585934,0.162936,0.218345,0.208290,0.172867,0.039222,0.065546,0.043585,0.045578,0.047677,0.016080,0.011440,0.017204,0.018609,0.016136,0.019706,0.015117,0.011837,0.010921,0.012944,0.015529,0.008770
8,2.000000,0.570316,0.156464,0.273337,0.211159,0.138465,0.117616,0.097109,0.037411,0.046247,0.053529,0.031377,0.020502,0.034597,0.024474,0.015465,0.019936,0.016839,0.014165,0.016725,0.011185,0.014372,0.016375
8,2.000000,0.777044,0.304734,0.348987,0.202692,0.112982,0.130534,0.011263,0.050616,0.054936,0.056355,0.037538,0.032173,0.018851,0.016729,0.015664,0.015774,0.009477,0.016557,0.012889,0.012568,0.010291,0.007483
7,2.000000,0.727595,0.378071,0.377276,0.224375,0.107633,0.078211,0.094289,0.085908,0.025600,0.030231,0.019428,0.028746,0.038826,0.021596,0.015907,0.040063,0.017122,0.008610,0.011604,0.010159,0.007405,0.007049
9,2.000000,0.689291,0.119478,0.227942,0.299843,0.266608,0.088630,0.077423,0.066676,0.036079,0.042036,0.039443,0.017584,0.057740,0.020654,0.007869,0.019998,0.012736,0.028897,0.015275,0.019454,0.007858,0.008646
3,2.000000,0.730190,0.419854,0.346977,0.216306,0.051070,0.064973,0.051514,0.065507,0.018476,0.040014,0.038460,0.026723,0.024464,0.016661,0.019284,0.026300,0.011532,0.011660,0.012014,0.011887,0.007255,0.007509
7,2.000000,0.559141,0.366130,0.333856,0.241062,0.073411,0.092641,0.030723,0.085685,0.043146,0.031773,0.010433,0.021319,0.028715,0.019636,0.019015,0.019961,0.020737,0.012632,0.012063,0.010788,0.007926,0.008357
4,2.000000,0.819967,0.229785,0.173992,0.401980,0.290030,0.133596,0.131727,0.022957,0.066637,0.027540,0.047729,0.020068,0.024163,0.020870,0.028616,0.042863,0.012899,0.012462,0.028948,0.017291,0.015175,0.012698
4,2.000000,0.909620,0.312286,0.186369,0.372943,0.234976,0.145502,0.120993,0.057079,0.045157,0.046140,0.038617,0.020497,0.037313,0.022549,0.053221,0.031426,0.022442,0.010055,0.015352,0.009671,0.012314,0.005390
9,2.000000,0.805900,0.144456,0.317050,0.266155,0.194594,0.031209,0.071037,0.035781,0.044424,0.022316,0.027312,0.014884,0.030442,0.026866,0.030065,0.012823,0.027722,0.012061,0.011232,0.005170,0.007010,0.008931
7,2.000000,0.720178,0.423278,0.333625,0.240563,0.153274,0.128630,0.105801,0.093636,0.038038,0.038889,0.023960,0.026577,0.044644,0.036454,0.020847,0.018369,0.006523,0.011532,0.011993,0.006803,0.011183,0.018948
4,2.000000,0.967917,0.418723,0.066043,0.339499,0.326209,0.105968,0.071524,0.014762,0.056690,0.025963,0.044358,0.022280,0.014468,0.011964,0.032510,0.027358,0.032157,0.007144,0.009942,0.012209,0.014247,0.013267
0,2.000000,0.238998,0.143343,0.090366,0.057297,0.036866,0.022495,0.009385,0.012476,0.017784,0.014274,0.012097,0.007949,0.014221,0.007549,0.005220,0.006037,0.003248,0.005896,0.006320,0.004028,0.003023,0.002918
7,2.000000,0.599391,0.347838,0.396488,0.199362,0.168426,0.138751,0.103687,0.094878,0.028048,0.064727,0.036661,0.031919,0.033985,0.029290,0.011003,0.009024,0.015535,0.012904,0.019725,0.005967,0.006672,0.011346
9,2.000000,0.774897,0.228613,0.305215,0.321903,0.245795,0.040085,0.027759,0.047512,0.029858,0.036185,0.034409,0.031061,0.030847,0.020195,0.021441,0.027413,0.007826,0.017363,0.006801,0.011981,0.015135,0.005717
5,2.000000,0.779659,0.352980,0.304980,0.382000,0.385022,0.175545,0.085601,0.087468,0.060180,0.062276,0.058977,0.010437,0.030273,0.023862,0.032562,0.028861,0.033389,0.017434,0.010797,0.021558,0.007474,0.015156
0,2.000000,0.105320,0.151305,0.059499,0.033046,0.030963,0.015189,0.020411,0.017792,0.011063,0.008571,0.010288,0.007891,0.008947,0.006580,0.004918,0.011768,0.002073,0.003713,0.004454,0.005535,0.003354,0.005906
3,2.000000,0.679522,0.404113,0.435488,0.296246,0.055428,0.089184,0.067842,0.051774,0.033693,0.014021,0.035626,0.029920,0.036624,0.021179,0.029079,0.019285,0.018731,0.014960,0.011669,0.014938,0.020718,0.007803
2,2.000000,0.618818,0.364987,0.293184,0.133366,0.057396,0.067868,0.018855,0.022910,0.012367,0.030222,0.021964,0.023031,0.007147,0.006958,0.020640,0.006221,0.010862,0.006008,0.013919,0.006616,0.004253,0.013825
2,2.000000,0.663918,0.341498,0.303113,0.173209,0.049135,0.055367,0.033688,0.024726,0.021882,0.027624,0.047260,0.026145,0.017289,0.019398,0.012932,0.024145,0.009142,0.017243,0.006983,0.006718,0.010580,0.007598
5,2.000000,0.739319,0.321844,0.266738,0.174081,0.375091,0.235207,0.131719,0.069557,0.075755,0.055946,0.056850,0.038754,0.039578,0.023973,0.016992,0.019029,0.020085,0.031085,0.016798,0.016131,0.014266,0.011528
3,2.000000,0.709942,0.413040,0.407325,0.282908,0.048822,0.079389,0.063469,0.053372,0.033384,0.014204,0.039672,0.030352,0.036224,0.016682,0.029604,0.014618,0.012963,0.016444,0.011299,0.015041,0.019632,0.004476
0,2.000000,0.118872,0.151244,0.065946,0.036286,0.014269,0.019349,0.022336,0.019663,0.007408,0.011067,0.013478,0.010913,0.008019,0.007530,0.005796,0.003529,0.004025,0.004316,0.003466,0.003339,0.001072,0.002618
1,2.000000,0.293836,0.190541,0.115577,0.118075,0.033314,0.047754,0.029902,0.018611,0.013953,0.019428,0.025674,0.009473,0.010644,0.008270,0.002593,0.011518,0.003247,0.008668,0.003044,0.002422,0.002966,0.007190
9,2.000000,0.702227,0.247330,0.179667,0.270202,0.281102,0.076321,0.066470,0.043737,0.047457,0.021912,0.039626,0.018375,0.036722,0.034591,0.013612,0.011392,0.022243,0.008874,0.019839,0.004720,0.008255,0.014431
5,2.000000,0.822504,0.325719,0.288410,0.416319,0.414870,0.165074,0.095774,0.086493,0.056071,0.070817,0.066378,0.015181,0.036547,0.014196,0.024071,0.040124,0.026317,0.017849,0.016285,0.014301,0.007076,0.023795
2,2.000000,0.674422,0.344845,0.291507,0.179647,0.041893,0.054729,0.034279,0.021443,0.021457,0.028843,0.046283,0.023713,0.017783,0.018691,0.011854,0.022076,0.011005,0.015379,0.007364,0.008152,0.009702,0.007303
9,2.000000,0.738870,0.140666,0.280596,0.296963,0.280366,0.078879,0.068073,0.058752,0.039234,0.045474,0.035032,0.025850,0.045818,0.036928,0.014850,0.022584,0.011959,0.016715,0.016292,0.019564,0.007488,0.005614
6,2.000000,0.900694,0.348062,0.345123,0.378134,0.057863,0.079600,0.029867,0.065413,0.035319,0.018138,0.030005,0.020647,0.055819,0.013653,0.017383,0.017726,0.022045,0.021314,0.007604,0.009263,0.007595,0.012167
2,2.000000,0.614056,0.265978,0.261309,0.147360,0.078422,0.044628,0.071681,0.018927,0.012361,0.017647,0.040216,0.026238,0.021374,0.026973,0.015581,0.003410,0.010233,0.003861,0.013456,0.007592,0.003576,0.004294
3,2.000000,0.718989,0.303844,0.406231,0.300836,0.091391,0.088371,0.055275,0.056973,0.043338,0.021161,0.026400,0.024581,0.039564,0.020496,0.011262,0.020598,0.019674,0.012057,0.012119,0.013176,0.008990,0.019233
2,2.000000,0.311000,0.554361,0.322186,0.211577,0.297268,0.096117,0.063454,0.047988,0.058038,0.049839,0.018363,0.018340,0.037949,0.054103,0.011656,0.027285,0.017584,0.023980,0.011237,0.008643,0.011669,0.009161
6,2.000000,0.832556,0.285691,0.353372,0.348358,0.041416,0.089921,0.021197,0.065652,0.029592,0.020557,0.045015,0.048305,0.040928,0.011379,0.017465,0.020147,0.020352,0.010945,0.008945,0.014093,0.015553,0.014720
8,2.000000,0.482958,0.151605,0.277956,0.202454,0.148367,0.062720,0.060182,0.012841,0.081442,0.047188,0.018569,0.023149,0.008457,0.027407,0.011415,0.019549,0.012703,0.011363,0.027019,0.012989,0.008247,0.007860
4,2.000000,0.793617,0.185226,0.237730,0.377525,0.215960,0.230488,0.108184,0.051060,0.044190,0.040794,0.043285,0.025842,0.029462,0.020787,0.028832,0.041624,0.027091,0.020870,0.007708,0.017296,0.008708,0.020677
4,2.000000,0.919110,0.381582,0.093643,0.394654,0.272855,0.194176,0.085774,0.030328,0.067622,0.017498,0.049556,0.037559,0.028137,0.008299,0.045185,0.033599,0.013427,0.014718,0.010160,0.011912,0.016773,0.008797
9,2.000000,0.879482,0.202062,0.388135,0.307849,0.183352,0.066121,0.053350,0.049300,0.047559,0.013200,0.035596,0.023307,0.026978,0.024758,0.022860,0.023903,0.008414,0.012755,0.010698,0.008845,0.011912,0.013885
5,2.000000,0.822952,0.349249,0.324745,0.382346,0.380570,0.188777,0.106761,0.077742,0.033256,0.061755,0.047649,0.018079,0.026382,0.023532,0.023136,0.037387,0.025935,0.016684,0.013107,0.016411,0.004008,0.022877
1,2.000000,0.346490,0.173456,0.091326,0.104128,0.055583,0.065441,0.039365,0.041273,0.013652,0.013257,0.018566,0.026630,0.023579,0.032524,0.016980,0.012938,0.018544,0.012384,0.012442,0.006706,0.017024,0.010564
7,2.000000,0.704028,0.438933,0.392272,0.239818,0.119751,0.070684,0.124982,0.070133,0.036921,0.034490,0.029486,0.034560,0.039013,0.028887,0.022187,0.030853,0.014650,0.009295,0.007377,0.007709,0.012249,0.010736
2,2.000000,0.575938,0.263053,0.291088,0.197957,0.118904,0.035057,0.045580,0.020847,0.039341,0.006360,0.021945,0.030330,0.025835,0.011327,0.016814,0.015853,0.010546,0.012349,0.006678,0.008988,0.009200,0.002594
0,2.000000,0.179229,0.178909,0.085998,0.026620,0.022784,0.024042,0.019675,0.018371,0.007817,0.012794,0.010798,0.009459,0.005576,0.005574,0.004834,0.003462,0.003446,0.004963,0.003666,0.001494,0.001973,0.001277
4,2.000000,0.981250,0.403423,0.083622,0.332917,0.315845,0.133395,0.064850,0.039575,0.060426,0.028599,0.039371,0.024833,0.025440,0.008391,0.028690,0.032080,0.018703,0.016262,0.025622,0.014234,0.011322,0.009832
6,2.000000,0.691884,0.139104,0.431749,0.247531,0.204172,0.082591,0.033597,0.058713,0.037059,0.013078,0.026528,0.040455,0.045485,0.038568,0.009637,0.020029,0.011828,0.032462,0.009862,0.009858,0.014711,0.007997
5,2.000000,0.749207,0.373749,0.290677,0.277284,0.406962,0.184891,0.121373,0.072120,0.034160,0.075136,0.039764,0.065967,0.032536,0.022674,0.016791,0.021836,0.033609,0.024849,0.013536,0.009444,0.018635,0.011217
4,2.000000,0.784968,0.281413,0.192178,0.417767,0.268990,0.233012,0.107487,0.026150,0.049396,0.040882,0.051871,0.017694,0.022021,0.009791,0.028033,0.033461,0.030823,0.015421,0.012968,0.010623,0.024488,0.007203
3,2.000000,0.663678,0.217273,0.380729,0.350830,0.087618,0.057742,0.056676,0.049504,0.046341,0.026179,0.036462,0.019687,0.030793,0.022027,0.016355,0.016539,0.010701,0.009655,0.010981,0.012041,0.007140,0.008438
5,2.000000,0.705116,0.279444,0.166882,0.381228,0.375765,0.160639,0.092717,0.076190,0.041857,0.066078,0.048627,0.047046,0.035455,0.011347,0.035618,0.020182,0.033287,0.026982,0.015136,0.012582,0.017854,0.014362
3,2.000000,0.754747,0.275256,0.418314,0.339050,0.117934,0.060112,0.053942,0.049546,0.037941,0.018465,0.025502,0.026704,0.031443,0.024525,0.015715,0.013903,0.010161,0.016087,0.009607,0.007012,0.005789,0.005984
6,2.000000,0.760607,0.165242,0.318845,0.318039,0.095764,0.042779,0.040878,0.056080,0.026638,0.018345,0.032684,0.011546,0.044099,0.027010,0.013833,0.020317,0.010946,0.013457,0.019191,0.011086,0.005760,0.007586
8,2.000000,0.786153,0.301326,0.335169,0.164303,0.144730,0.171631,0.029404,0.060965,0.034156,0.037834,0.020146,0.040883,0.034743,0.040035,0.017831,0.013370,0.012609,0.011791,0.006107,0.009127,0.018092,0.005288
0,2.000000,0.156093,0.160460,0.076655,0.027408,0.019999,0.020198,0.022531,0.015237,0.007097,0.012544,0.009223,0.009604,0.009591,0.004413,0.004124,0.005220,0.007173,0.003036,0.003338,0.003054,0.002354,0.002456
4,2.000000,0.879958,0.314863,0.045940,0.354512,0.286429,0.132722,0.084991,0.030209,0.066429,0.032025,0.039262,0.019155,0.009112,0.014632,0.023617,0.027524,0.025615,0.003394,0.011332,0.013692,0.011915,0.012024
9,2.000000,0.773369,0.096710,0.264000,0.252687,0.249634,0.045638,0.053031,0.034314,0.066091,0.020595,0.027792,0.010533,0.026484,0.020642,0.034407,0.010438,0.021495,0.017298,0.008255,0.008156,0.014806,0.004926
4,2.000000,0.811602,0.301189,0.151351,0.422320,0.251606,0.208471,0.114417,0.026312,0.055016,0.034819,0.057174,0.020720,0.019590,0.016810,0.025252,0.042892,0.023126,0.013294,0.011238,0.008441,0.016972,0.015532
